recommendationid	label	score	correct	text
44026290	ポジティブ	0.8445804715156555	正解	初期はネットワークエラーが酷すぎて4人でやって切断されると4人用に強化されたモンスターを1人で相手にすることになるためソロじゃないとまともにプレイ出来なかったが、\n現在はたまに人のクエストに入ると無限ロードが発生しタスクマネージャーで落とさないと行けない以外問題無くプレイ可能。\n\nプレイヤーは非常に多くマルチのクエストに参加するとき激運チケットを使うか迷うだけで即4人埋まる位いるので、今から野良で初めても大丈夫なのでソロでも気になる人は買ってみるのが良いと思う。\nマルチプレイ推奨ゲーの用に感じるがハメ技使わ
44026653	ポジティブ	0.9327762722969055	正解	マウス＆キーボードでの操作でも快適にできるようになったのでおすすめ\n細かい所に不満はあるけどPC版はmodである程度改善できるので不満は無いような物。
44028621	ポジティブ	0.7017683982849121	正解	操作性はXBOXコントローラー使用でも違和感なく遊べます。\n画面も最高設定でCS版を上回るというほどでもありませんが十分綺麗です。\nなによりローディングが早い。これで多少煩わしかった、集会所でのクエストがスムーズに行えます。\n唯一、残念なのは情報サイトなどで調べたりするとき、画面を切り替えるときに切断する可能性があります。
44028631	ポジティブ	0.9284369349479675	不正解	パソコンが壊れるんじゃないかってくらい排熱がすごい＆ファンが轟音で回る…\ncorei<DATE>　メモリ16GB　GTX1080\nFar Cry5とかもっと静かで排熱もあまりなく遊べたのに\nカプコンさん最適化もう少し頑張れませんか…
44030002	ポジティブ	0.9534473419189453	正解	待望のPC版が出ましたね。\nSSDにインストールした環境だとロード時間は長い箇所でも数秒のみで、待たされている感は皆無です。\n非常にテンポよくプレイできます。\n箱Oneコンで4K 60FPSで快適にプレイできており、現状バグ等にも遭遇していません。\nオススメします。
44030941	ポジティブ	0.9005876183509827	正解	環境満たしていない低スペ勢は必ず読んでほしい！\n13時間ほどプレイした所大変なことになったのでレビュー大訂正\n<結論を先に言うと近いスペックの人は買うべきではない>\n\nWin7 64bit\nCPU:core i5 2500k\nメモリ:4×2    8G\nGPU:NVIDIA GTX970\n\n・設定All低フルHDで平均fpsは42～58って所　戦闘中は40台前半かなぁ\n　30台もたまにある\n・エフェクトの超地味な大剣を使ってこれなので\n　派手な武器使ったり雨が降るとさらに下がります\n　＝複数人マルチももちろ
44031867	ポジティブ	0.7722514867782593	正解	ネットワークエラーとかはもうほぼなくなりました\n最適化不足もアップデートの度に改善されて行ってるように感じます\n低評価多くて購入迷ってる人はもう大丈夫なのでハンティングライフを楽しみましょう
44033960	ポジティブ	0.9203065633773804	正解	通信が安定し、快適な狩猟が可能に。\nコンテンツ不足感や、珠掘りなど不満点はあるがPCでオンラインノモンハンが遊べるのはやはり大きなポイント。
44034040	ポジティブ	0.9486681818962097	正解	ほぼPS4のモンハンワールドと同じです。PCでのコミュニケーション機能で一部便利な機能がありますね。集会エリア番号を府リップボードへコピーとか、スチーム上のフレンドを自分のエリアに誘うとか。ゲームパッドも問題なく同じように動きます。ただしパッドのモードがXBOX系統のX…ナントカいうタイプでないと動かないようです。両方切り替えできるエレコムさんのJCU4013Sを使用していますが、快適です。(^^)
44034554	ポジティブ	0.5809312462806702	正解	短所：\n・操作系がクソ。チャージアックスというのを使えばわかる。設計者はア○\n・ＵＩ酷すぎ。膨大なアイテムをダイヤル小窓で切り替えながら使うクソ仕様\n・コンフィグ稚拙。キー重複不可、アサイン不可な機能あり\n・ＣＰＵ負荷高い。裏画面で音楽鳴りっぱなし\n・バトル中に死骸が２分ほどで消失。混戦時は素材剥ぎ取りが間に合わない\n・クリア後は６０秒で強制退室。同上。旧作から続く誰得システム\n・一部ＭＯＢの理不尽な隙のなさ。ナナとか客への嫌がらせでしかない\n・即死系イベントで延命。最強装備でも即死。クラフト要素の全否定\n
44034923	ポジティブ	0.8724890351295471	不正解	良かった点。\nモンハンはクロス以来になりますが、まずやっぱりなんといってもグラが綺麗。DSと比べること自体おこがましいですが、やっぱこのフルスクリーンのサイズがいいよね。\n\nあとフレームレートも、当初60制限みたいなこと言われてたけど、そんなことはなかった。制限解除できた。これもよかった。\n\nそれと、今までメンドクサイ仕様だったところがいろいろと改善されてるのも良い。石も虫も道具なしで取り放題。砥石も使い放題。\n\nそして、今までガンス・笛・弓の三刀流だったので防具が2種必要でお金も素材も足りずに困ってたけど
44035107	ポジティブ	0.5377930998802185	不正解	予約してて買ったけど不具合のせいで起動しなかった AMD Ryzen 1600X AMD Radeon R9 380 メモリ16GBで起動しなかった\n
44035665	ポジティブ	0.7461616396903992	正解	オープニングが非常に長いです。\n1時間30分ぐらいスキップできない。\nキャラ作りを間違えるだけで\n1時間30分ぐらい無駄なオープニングを\n見せられるということです。\nしかもグラフィックを自慢したいようですが\nよく見ると粗っぽいです。\nトゥームレイダーやFF15やUBIのゲームなどに比べると\nポリゴンやテクスチャなどが粗っぽい。\nなので、オープニングはスキップできるように\nするべきだと思います。
44036331	ポジティブ	0.9539099931716919	正解	モンハンは昔、フロンティアを少し遊んでたほどだったので\nそれまで色々シリーズでてましたが何年ぶりだろうーか\n\nグラフィックも何もかもパワーアップしてて\n気が付けばキャラ作成～猫作成～ゲー開始で二時間以上たったかな\nいやーやっぱ面白いですね・・・\nこれで盆休みは狩り三昧ですよｗ\n
44038246	ポジティブ	0.8109710812568665	不正解	どこまで不具合なのか仕様なのかわかりませんが・・・\n\n以下キーボード+マウス操作での話です。\n１、遠距離武器はまともに使えない\n操作性が悪くまともに使えない。\n弓なんかは、オプションいろいろ弄りましたが狙う行動ができないので正面にしか撃てない（構えボタンが無い？コントローラーだとできる）\n\n追記：狙うキーはなぜかスリンガーと共用だったようです（分かり難いな；）\nしかし新たな問題です、これVキー長押しなんです。\nあの、WASDで移動しながらV押せっていうんですか？\nキーの設定を変えればいいと当然ながら考えると
44040716	ポジティブ	0.8687789440155029	正解	コントローラーをつないでも最初は反応しません。SteamのBigPictureモードのコントローラ設定のXBOX設定にチェックすれば使えるようになります！ちなみに自分の場合ですが設定後は1度再起動しないと使用できませんでしたｗ
44043245	ポジティブ	0.7993407249450684	不正解	フレンズと通信エラーをするゲーム\nそしてマルチ難易度をソロでするゲーム\n2回パッチがきました今だ通信エラーcoopの字外したら？
44046033	ポジティブ	0.5401320457458496	不正解	コンシューマ版から半年以上遅れて、満を持してPC版がきました。\n半年間何をしていたの？ってのが感想です。\n操作感がPC向けに全く最適化されていないので、キーボードマウスでは全然楽しめません。\n\n普段コンシューマで遊ぶ方からするとPCの方がスペックが高く、楽しめるのでしょう。\n普段からPCゲームをするような人はスペックより、PCのキーボードマウスの操作に慣れており\nコンシューマのゲームを嫌いがちですよね。\n\nこのゲームはキーボードマウスでなんとか遊べるレベルでしかないので\nせっかくPC版を出した旨味が正直ない
44046035	ポジティブ	0.5941574573516846	不正解	他の方も仰ってるようにカメラ操作がコントローラー仕様なのか、マウスで操作すると違和感がすごい\nPC版なのにマウス＋キーボードで違和感を感じる操作性はちょっと・・・\n\nあとはサーバーが不安定なのか、オンラインは50382エラーで落とされる事が多くて全然オンで遊べません。\n
44046527	ポジティブ	0.8686965107917786	不正解	通信エラーが多すぎてまともに遊べないです。ソロで楽しみたい方はおすすめしますが\nマルチでワイワイしたい人にはおすすめしません
44046566	ポジティブ	0.705640435218811	不正解	モンハンは合う合わないが激しいねー。\n\n自分には合いませんでした。\n\nしっかしゲーム性よりも、通信エラーが多い事とマウスの操作感がタクティカルアサルトコマンダー以下だた事の方が気になったｗ\n\nそれと、、モンスターと戦う時間よりも、逃げられて追う時間の方が長くてシラケた。\n\n\n\n\n\n「思っていたのと違う」\n\n周回プレイじゃなくて狩りがしたいんだよ。\n\n\n\n\n
44046672	ポジティブ	0.8963527679443359	正解	発売当初に頻発していた回線の切断もほぼ解消しフレンド、野良とも遊べています。\n過去作の不満点、めんどくさかった部分が多数改善されており快適な狩猟生活が送れます。\n不満点としてはPS4版とマルチ出来ないしリセールの無いPC版でイベント配信を引き延ばす意味も分かりません。PS4版との実売価格差も大きいですがセール価格ならPC版でもおすすめでいいかな。アイスボーンでもいいスタートを切れることに期待。
44046684	ポジティブ	0.637535572052002	不正解	マウスの挙動がおかしいです一瞬やればわかるぐらいおかしいのになぜこのままリリースされたのか疑問です...\nさらに私の場合はフルスクリーンに設定してもフルスクリーンになりません。そのためゲーム内のマウスカーソルが遅延してアイテムの選択などやりづらいです。\n以上の点が気になって狩りに集中できません\n\n追記　プレイ20時間経過\nマウスの挙動についてはカプコンが直すとは思えないので箱コンでプレイしており快適です。依然としてフルスクリーンにならないのでボーダレスウィンドウにしました。\nしかし、ネットワーク状況がとても
44046729	ポジティブ	0.9762345552444458	正解	ポータブルからの帰還兵です。\n\nあの時代のモンハンと比べるとそりゃもう次元が違う。\n素直に楽しく遊べてるので大満足。\n\nオンラインは集会場が人でごった返しているらしいので、まあ最初のうちはソロでやってりゃ問題はないです。\n長く遊べそうなので、あーよかった。\n\nそうそう、ピンクの身体に白と水色シマシマのアイツ！\n戯れることができるので、是非！ヒャッハー！
44047002	ネガティブ	0.5162836909294128	正解	フレとマルチをしたくて買ったのに、なぜシングルプレイを強制されるのか。\nなんとかマルチに漕ぎつけても通信絵エラーの嵐、切断切断・また切断。\n結局ソロプレイになってしまう。\n\nPS4版がすぐに話題に登らなくなったのも頷ける出来。\nマルチ目的で買う人は通信エラー治るまで様子見が吉。
44047117	ポジティブ	0.9205824732780457	正解	今までのモンハンと違うのだがモンハンをやっているという感覚はある良いゲーム\n\nコントローラーを買おうと思っているのであればLogicoolのF310がおすすめ　安くて使いやすい　但し振動機能が無いのでプーギーの存在意義がわからない　\n\nパッチによってオンラインのエラーは大分改善されました　3時間で10回近くエラーだったのが1回あるか無いかくらいには\n\n動作報告：i<DATE>、GTX1050ti、メモリ16GB でプリセット最低が安定して動きます
44047203	ネガティブ	0.6067042350769043	正解	マルチで遊ぶために糞のようなソロゲーを延々と強要されるクソ仕様。\nゴミみたいなソロプレイを強要しておいて説明不足が多く見受けられる書類上のフーローだけで決済降りたかのような不親切設計。\nやっとたどり着いたマルチプレイで多発する通信エラーとヘレン・ケラーもびっくりの三重苦ゲー。\n日本人ってこんなにゲーム作るの下手になったんですねって感想だけをくれる神ゲー\n開発しないが精神衛生上よろしいでしょう。
44047481	ポジティブ	0.8108348846435547	正解	今後の期待も含めおすすめです。\n不満があるとすればキーボードマウスでの操作性でしょうか。\n太刀などで斬り込みをいれた後にすぐに別方向へ斬り込みを入れたいのにできないように感じます。斬った後AやD押しても別方向へ斬り込んでくれません。これじゃあ群がってきたらｼﾝｼﾞｬｳ......\n設定よく見てないだけかもしれませんし、そもそも元からできないのかもしれません。うろ覚えだけどMHポータブル2nd,3rdとかではできた気がするけどなぁ。\n\nあと、大砲の向きを変えられるということや拠点に帰らなくてもテントの中に入っ
44048152	ポジティブ	0.6161136031150818	正解	特に問題なく動作したので、スペックを下記に記す。音声がずれていたり、操作が不安定な方はスペック不足か環境設定の問題もあるので、確認してから不評レビューを書いていただきたい。\n----------------\nプレイしての感想\n1.無意味なモーションが多い。転がりすぎとか。吹っ飛ばされても下り坂でもない限りあそこまでコロコロ転がることはないと思われる。団子じゃないんだし。\n2.モンスターAIが突進->プレイヤーが立ち上がるのループになることが非常に多く感じる。\n3.通信エラーがハンティング中に表示されてゲーム
44050576	ポジティブ	0.9038052558898926	不正解	サーバーが糞。マルチなんて全くできません。敵のＨＰが上がって難しくなるだけです。\nあとモンハンワールドに限ったことではないけど、コントローラーを使うと勝手にbig pictuer mode になりメッセージの返信やゲームの視聴、参加の承認が出来ないのでめちゃくちゃ不便。\nカプコンは早くサーバーなんとかしろ\nbig picture modeは気長に待ってるねsteamさん。
44051874	ポジティブ	0.8120651841163635	不正解	快適に遊ぼうとグラボ変えたらMODマシマシskyrimよりCTDするじゃねーか　ぜってぇ許せねぇ・・・
44052003	ポジティブ	0.9354280233383179	正解	待ちに待ったMHWものすごく楽しい　超おすすめやで！\nGTX1080で低設定にしても瘴気の谷には勝てなかったよ・・
44053439	ポジティブ	0.9298726320266724	正解	久々にハンター復帰、PSの１から始めて４Gから辞めていたけど、このモンハンはPS４を持っていないこともあってPC版を待ちわびていました。\n\nプレイにあたっては基本ぼっちハントなので何も問題ないけど、マルチはやはり色々大変のようですね。改善はしていくはずでしょうから気にはしないけど、切断されると配信クエの進行にカウントされていないのか？そこが心配だけど。\n\nコントローラー問題も全くなく、エレコム製JC-U3613のDインプットで快適。\n\nグラフィックも最高で今のとこカクつく事もなく、ただ普通に面白く期待以上で
44054459	ポジティブ	0.9144647121429443	正解	現状（<DATE>）通信エラーが多い，初期のPUBGみたいに重い,等々いろいろ悪い点が多いですがそんなのそのうち修正され最適化されるので問題ありません。コントローラが動かない人がいるようですがその場合はSteamの設定のコントローラーから一般のコントローラー設定を開いて自分の使うコントローラにのチェックボックスを確認してください。\nゲーム内容についてはまだあまりプレイできていないのでレビューには詳しく書きませんががPS4よりロードが早いし，探索と呼ばれるフィールドを自由に動けるシステムのおかげで素材集めも結
44054908	ポジティブ	0.8564351201057434	正解	ゲーム内容もよかったですが、それよりも動作報告としてのレビュー\n\nCPU     i<DATE>\nGPU    GTX1050Ti\nメモリ 8G\n最低スペックを下回るCPUであるi<DATE>を搭載しているので動くか不安でした。\nしかし結構ファンの音と熱こそ出ますが、ほぼ中設定で30FPSクリアしていてプレイに支障ありませんでした。\n半ばまともにプレイすることを諦めた上での購入でしたがプレイ出来てよかったです。\n\n\n<DATE>追記\nゲーム自体はとても面白いです。バグにも遭ったことはなくプレイそのものに支障
44058211	ポジティブ	0.8636465668678284	不正解	マイハウスやオンラインの出入りで頻繁にフリーズするので現状お勧めできません\n特定環境だけかもしれないのでPS4版よりもサクサクを求めるのなら購入ありかも・・・
44060113	ポジティブ	0.952385663986206	正解	序盤をやってみた感想。\n\nマウスの操作性が悪いと言われているけど、慣れれば全然問題ないと思う。\nキーバインドは本当にやりづらいから、マウスにサイドボタンある人はそっちに設定したほうがとても楽。\nマウスの動きがヌルっとしてるけど、どうやらこれ、マウスが動いている「時間」で画面が動くので、感度が高くても急な振り向きをすると少ししか画面は動かない。\nけどモンハンなんて昔から感度とか関係なかったし、臨場感あるFPSでもないんだから大して煩わしいとも思いませんでした。\n本当に慣れれば大丈夫。　自信を持って買って、あわ
44060299	ポジティブ	0.9092777371406555	正解	一狩り行こうぜ！！！！！！！\n\nグラフィック　 ★★★★★\nやり込み度        ★★★★☆\n操作性               ★★★☆☆\n自由度               ★★★★☆\n   値段               ★★★☆☆\n   重さ               ★★☆☆☆\n  ネット（回線）            ★☆☆☆☆\n・評価・\nコスパが良く全体的に高品質\n操作性が悪いといわれているがキーボードで楽しくやっている。\nクラッシュや目立ったバグなどは私には見つからなかった。\nほかの
44061687	ポジティブ	0.609824001789093	不正解	不具合頻発しているので、購入を考えてる人は落ち着くまで待った方がいいでしょう。\n\nちなみに自分の環境では起動すらしませんでした。（フリーズ）\n・CPU：AMD Ryzen2700X\n・グラボ： AMD RADEON RX Vega56\n\nSteamのゲームで今までこんな事はなかったですね。\nカプコンのサイトを見ると「自作PCは起動保証外です」という記述もあり、\n会社として保身のスタンスがぷんぷん匂うのは何とも。
44062676	ポジティブ	0.6699051856994629	不正解	数新エラーがほぼ毎回出ます。マルチ中通信エラーが起こるとモンスターの体力はマルチ用に倍増したまま一人でクリアをすることになるので非常にストレスです。はっきり言ってこのソフトは不良品。完全なるソロプレイの方は良いかもしれませんがマルチで楽しもうとしている方は購入を見送るか対応されるまで待った方が良いでしょう。
44063295	ポジティブ	0.8256816267967224	正解	最新のアップデートでエラーがなくなったように感じます。\n\n過去のMHシリーズのストレスがたまるような要素をうまい具合に取り払われていて素晴らしいゲームだと思うのですが、通信エラーが頻繁に起きます。\n今後のアップデートに期待します。\n\n追記:このエラーについてcapcomからお知らせがありました。\nURL:<URL>
44063519	ポジティブ	0.8748461008071899	正解	やっとおすすめできる。\n\n元々通信エラーが多発したがためにお勧めできない評価にしていたが、年単位で時間が経ったことでようやくまともになったことで評価を一新。\n\n多彩な武器を使用したゲーム性に程よい難易度、装備次第で無限大の戦法を取ることができる柔軟性。やっと成立するようになったCOOP要素は連携次第で爽快ともいえる莫大なDPSを叩き出すこともできる。\n\n特にベヒーモス戦が一番面白かった。
44063522	ポジティブ	0.7944415807723999	正解	切断多発\n\n追記\n発売当初は切断多発していてまともにマルチプレイできなかったが、現在は普通に遊ぶことができる。\n買い
44064060	ポジティブ	0.9182593822479248	正解	とにかく通信エラーが多い、ゲーム内容自体はそこまで否定的な話ではありませんが\n通信エラーが多すぎて、マルチプレイは現状絶望的かと思います\nあと環境の問題かもしれませんが、少々キャラクターの動きが緩慢に感じました\n\n\n<DATE>追記\n通信エラーの問題も解消されて、ロードも早く環境がすごく良くなったと思います\nゲーム内容自体はもともと好意的に見てたので今現在すごく楽しませてもらってます\n以前はおすすめしませんにしてましたが、この追記でおすすめできるゲームになりました
44064155	ポジティブ	0.6527818441390991	不正解	コントローラー推奨なんですかね？\nマウス＆キーボードに慣れてる人には苦痛かも知れません\nFPSは環境による物かと思いますが最高設定にしても言う程悪くはないですが回線は頻繁に切れます\n国産名物のアニメ調キャラデザインは好みが分かれる所かと思いますが\nムービースキップが出来ない仕様は理解出来ませんでした\n似たような敵を似た様な攻撃で倒すのは正直飽きます。
44064821	ポジティブ	0.8380479216575623	不正解	低スペPCでの動作報告です\ncore i5 6500\n8GB RAM\nGTX1050ti 4GB VRAM\nSSD 500GB\n\nはじめに低設定ではフレームレートが安定しませんでした。確認するとGPUは全く余裕の状態でしたが、CPUが限界でボトルネックになっていました。。そこでCPU使用率を下げるために以下の方法を試しました。\n・SHDiffuseを低にする\n・ボリューム品質をOFFにする\nこの２つを設定したところ、CPUが安定しテクスチャ品質(中)、テクスチャ解像度1024でも45〜60FPSを維持できま
44065557	ポジティブ	0.7188684344291687	不正解	できはすごいいいのですが、マムタロトが集会所限定クエストと言うことが分かって引退しました。野良の募集で入れない。集会所探して参加するコミュ力使うのもめんどくさい。\n野良のいいところはなにもしゃべらなくてもいいところなのに。\n\nということで友達と一緒にわいわいやるのならおすすめしますが、友達がいないと集会所限定クエストは厳しいものがあるかもしれません。
44065740	ポジティブ	0.556857168674469	不正解	クエスト終了後のネットワーク通信？で長時間ロード後反応しなくなりました。\n正直PC向けではないゲームだったため（コントローラ推奨）マウスでの操作もしにくかったです。\n操作面は練習を積めばいいかもしれませんが、長時間ロードは許容しがたく返金しました。
44066150	ポジティブ	0.8185338973999023	不正解	フレンドとマルチ目的で購入しましたが通信エラーがおきてまともに遊べません\n\nこのエラーに関しての情報も公式から出ている気配はない？\n\nソロで遊んでも楽しいゲームですがやはりマルチでわいわいあそびたいのでなんとか対策お願いします\n\nマルチ目的の方はいまは購入をすすめません
44067054	ネガティブ	0.5433186888694763	正解	なんども挿入されるスキップ出来ないムービーに、拠点に戻るたびに同じことを連呼する不細工な相棒\n工房などの何度も利用するNPCに毎回どうでもいい長文の会話を表示してボタンの連打を強要される(一応スキップできるがこんな高頻度に使うところは話しかけたら即メニュー表示でよくないか？)\nしまいにはスキップ出来ない長時間のエンドロール\n他にも嫌がらせのように無意味に時間消費させられる部分がとても多くテストプレイをやってるのか疑問\nしょうもないところでプレイヤーのヘイトを稼ぐ勿体ないゲーム
44067246	ネガティブ	0.517142653465271	正解	マウスでの操作性がPC用にリリースしたゲームとは思えないくらい全く最適化されていない。\nマウスをどれだけ早く動かそうが、ゲーム画面の視点が移動する最高速度は「ゲームパッドのスティックをフルに倒した時」と同じになる。その為、普段FPSをしている時の感覚で180°振り向こうとマウスを動かしても、せいぜい20°～40°くらいしか視点が移動しない。\n\nマウスで視点を移動させる操作性のあるゲームでこんなアホな仕様は今まで見たことが無い。
44067277	ポジティブ	0.6872949600219727	不正解	おすすめしません\nグラフィックだけ良くて内容はなんの面白みもなく、ひたすらモンスター追い掛け回してチクチクするだけのゲームです
44067386	ポジティブ	0.9272049069404602	正解	発売当初は通信エラー多発でまともにマルチプレイができなかったが最近はだいぶまともに遊べるように改善された\nコンシューマー版に追いついたはいいもののアイスボーンは結局後発なので待ちましょう
44067826	ポジティブ	0.7974333167076111	不正解	通信エラーが多すぎます\n友達とわいわい遊ぼうと思ってクエストを始めても、すぐエラーでソロになってしまいます\nマルチで始めた場合は敵の体力が増えるので、難しくなります。\n遊んでいてイライラするので早く直ってほしいです...
44068657	ポジティブ	0.922757625579834	正解	通信エラー出まくり\n\n\n<DATE>　更新\n今の地点で通信エラーは修正パッチにより大幅になくなりました。\nたまに表示されますが本当にごく一部で、エラーになったんだなあ程度。\nゲームシステム的には面白いのでおすすめです。\nPS4と配信されてるモンスターの数が違うのは頑張って欲しいところ。
44068718	ネガティブ	0.7806574702262878	正解	従来のモンハンから面倒なシステムが取っ払われてゲームとしての完成度は高いのに、ネットワークエラーが多発してオンラインでは快適に遊ぶことができない。
44069126	ポジティブ	0.9642447233200073	正解	昔想像していたモンハンの世界が広がっています。\n想像より凄くてびっくり、狩りしてる感じがします。\n\nちなみに私の環境ですが、\nCPU: Core2Quad Q9550\nMem: 8GB(DDRII)\nVGA: GTX1060(6GB) \n\n最高画質で遊んでいます。\n(Z-PrepassだけOFFにしています。)\n\nランス一筋なので他武器は使っていませんが、\n特に問題なく遊べています。お勧めのゲームです。
44070102	ポジティブ	0.8178719878196716	不正解	今日アンインストールしました。\n今後ネットワークが改善するかもしれませんがもう関係ありません。\n二度とカプコンの製品は買いません。
44070166	ポジティブ	0.8300791382789612	正解	ゲーム自体のできは良いのですが、オンライン時の通信エラーが多すぎてまともにプレイできません。他の方のレビューを見たところ私だけではなく、多くの方がエラーになっているっぽいです。お盆でなかなか修正するのが難しいかもしれないですが早急に対応してほしいところです。※普通に通信できるようになったので良かったと思いますが、結局飽きてしまってあまりやっていません。対応が少し遅かったように思います。
44070180	ポジティブ	0.8722610473632812	正解	ゲーム自体は神なのに通信エラーが多すぎます、まともにマルチができません。そこら辺を改善したらかみげーです。
44071226	ポジティブ	0.8713988065719604	不正解	通信エラーの頻度がすごい高いです\n正直まともに遊べるレベルまで達していません\nいつか治ればいいのですが　治るまではやらずに待つのがいいです
44071858	ポジティブ	0.5449222922325134	不正解	返金済\n\nサーバーエラーのOKを押すシミュレーターで名前を変えて<PRICE>ぐらいで売れば売れるんじゃない
44072176	ポジティブ	0.5450199246406555	不正解	マルチでのプレイを検討されている方は他のゲームを探すことを強く推奨します。\nそもそもマルチがエラーでまともに出来ません。そればかりか今までのシリーズのように同時に未クリアのクエストをやろうとすると基本的に出来ません。かなり面倒な手順を踏めば出来ますが、それでもクエスト中にエラーでプレイヤーがいなくなります。\n試行錯誤している間に返金の規定である２時間を超えてダメ元で問い合わせましたが、やはりというべきか門前払いでした。\nこんなことなら買わなきゃよかった。心からそう思います。\nソロでやるのであればおそらく問題
